Path;File Name;Masternumber;Size;Suffix;Language;Language;Filetype;Articlenumber;Alte Artikelnummern;Category 1;Category 2;Category 3;;DOP/ProPer
C:\Tino\PDF\FTP DL\140739-248-12-file-4-1-de.pdf;140739-248-12-file-4-1-de.pdf;140739;248;-4-1;de;de;.pdf;140739-248-12;14073924812;MOD 0739 end scrolls;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\140739-248-12-file-4-1-en-gb.pdf;140739-248-12-file-4-1-en-gb.pdf;140739;248;-4-1;en-gb;en-gb;.pdf;140739-248-12;14073924812;MOD 0739 end scrolls;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140739-248-12-file-4-1-es.pdf;140739-248-12-file-4-1-es.pdf;140739;248;-4-1;es;es;.pdf;140739-248-12;14073924812;MOD 0739 end scrolls;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140739-248-12-file-4-1-es-sv.pdf;140739-248-12-file-4-1-es-sv.pdf;140739;248;-4-1;es-sv;es;.pdf;140739-248-12;14073924812;MOD 0739 end scrolls;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140739-248-12-file-4-1-fi.pdf;140739-248-12-file-4-1-fi.pdf;140739;248;-4-1;fi;fi;.pdf;140739-248-12;14073924812;MOD 0739 end scrolls;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\140739-248-12-file-4-1-fr.pdf;140739-248-12-file-4-1-fr.pdf;140739;248;-4-1;fr;fr;.pdf;140739-248-12;14073924812;MOD 0739 end scrolls;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\140739-248-12-file-4-1-it.pdf;140739-248-12-file-4-1-it.pdf;140739;248;-4-1;it;it;.pdf;140739-248-12;14073924812;MOD 0739 end scrolls;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\140739-248-12-file-4-1-nl.pdf;140739-248-12-file-4-1-nl.pdf;140739;248;-4-1;nl;nl;.pdf;140739-248-12;14073924812;MOD 0739 end scrolls;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\140739-248-12-file-4-1-nn-no.pdf;140739-248-12-file-4-1-nn-no.pdf;140739;248;-4-1;nn-no;nb-no;.pdf;140739-248-12;14073924812;MOD 0739 end scrolls;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\140739-248-12-file-4-1-pl.pdf;140739-248-12-file-4-1-pl.pdf;140739;248;-4-1;pl;pl;.pdf;140739-248-12;14073924812;MOD 0739 end scrolls;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\140739-248-12-file-4-1-pt.pdf;140739-248-12-file-4-1-pt.pdf;140739;248;-4-1;pt;pt;.pdf;140739-248-12;14073924812;MOD 0739 end scrolls;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140739-248-12-file-4-1-pt-br.pdf;140739-248-12-file-4-1-pt-br.pdf;140739;248;-4-1;pt-br;pt-br;.pdf;140739-248-12;14073924812;MOD 0739 end scrolls;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140739-248-12-file-4-1-sv.pdf;140739-248-12-file-4-1-sv.pdf;140739;248;-4-1;sv;sv;.pdf;140739-248-12;14073924812;MOD 0739 end scrolls;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1.pdf;140740-12-file-4-1.pdf;140740;;-4-1;;en-gb;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-de.pdf;140740-12-file-4-1-de.pdf;140740;;-4-1;de;de;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-en-gb.pdf;140740-12-file-4-1-en-gb.pdf;140740;;-4-1;en-gb;en-gb;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-en-us.pdf;140740-12-file-4-1-en-us.pdf;140740;;-4-1;en-us;en-us;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-es.pdf;140740-12-file-4-1-es.pdf;140740;;-4-1;es;es;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-es-sv.pdf;140740-12-file-4-1-es-sv.pdf;140740;;-4-1;es-sv;es;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-fi.pdf;140740-12-file-4-1-fi.pdf;140740;;-4-1;fi;fi;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-fr.pdf;140740-12-file-4-1-fr.pdf;140740;;-4-1;fr;fr;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-it.pdf;140740-12-file-4-1-it.pdf;140740;;-4-1;it;it;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-nl.pdf;140740-12-file-4-1-nl.pdf;140740;;-4-1;nl;nl;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-nn-no.pdf;140740-12-file-4-1-nn-no.pdf;140740;;-4-1;nn-no;nb-no;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-pl.pdf;140740-12-file-4-1-pl.pdf;140740;;-4-1;pl;pl;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-pt.pdf;140740-12-file-4-1-pt.pdf;140740;;-4-1;pt;pt;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-pt-br.pdf;140740-12-file-4-1-pt-br.pdf;140740;;-4-1;pt-br;pt-br;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140740-12-file-4-1-sv.pdf;140740-12-file-4-1-sv.pdf;140740;;-4-1;sv;sv;.pdf;140740-12;14074000012;MOD 0740 Glass adapters;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\140741-150-file-4-1-de.pdf;140741-150-file-4-1-de.pdf;140741;150;-4-1;de;de;.pdf;140741-150;14074100000;Clamping disc for MOD 0749;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\140741-150-file-4-1-en-gb.pdf;140741-150-file-4-1-en-gb.pdf;140741;150;-4-1;en-gb;en-gb;.pdf;140741-150;14074100000;Clamping disc for MOD 0749;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140741-150-file-4-1-es.pdf;140741-150-file-4-1-es.pdf;140741;150;-4-1;es;es;.pdf;140741-150;14074100000;Clamping disc for MOD 0749;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140741-150-file-4-1-es-sv.pdf;140741-150-file-4-1-es-sv.pdf;140741;150;-4-1;es-sv;es;.pdf;140741-150;14074100000;Clamping disc for MOD 0749;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140741-150-file-4-1-fi.pdf;140741-150-file-4-1-fi.pdf;140741;150;-4-1;fi;fi;.pdf;140741-150;14074100000;Clamping disc for MOD 0749;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\140741-150-file-4-1-fr.pdf;140741-150-file-4-1-fr.pdf;140741;150;-4-1;fr;fr;.pdf;140741-150;14074100000;Clamping disc for MOD 0749;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\140741-150-file-4-1-it.pdf;140741-150-file-4-1-it.pdf;140741;150;-4-1;it;it;.pdf;140741-150;14074100000;Clamping disc for MOD 0749;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\140741-150-file-4-1-nl.pdf;140741-150-file-4-1-nl.pdf;140741;150;-4-1;nl;nl;.pdf;140741-150;14074100000;Clamping disc for MOD 0749;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\140741-150-file-4-1-nn-no.pdf;140741-150-file-4-1-nn-no.pdf;140741;150;-4-1;nn-no;nb-no;.pdf;140741-150;14074100000;Clamping disc for MOD 0749;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\140741-150-file-4-1-pl.pdf;140741-150-file-4-1-pl.pdf;140741;150;-4-1;pl;pl;.pdf;140741-150;14074100000;Clamping disc for MOD 0749;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\140741-150-file-4-1-pt.pdf;140741-150-file-4-1-pt.pdf;140741;150;-4-1;pt;pt;.pdf;140741-150;14074100000;Clamping disc for MOD 0749;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140741-150-file-4-1-pt-br.pdf;140741-150-file-4-1-pt-br.pdf;140741;150;-4-1;pt-br;pt-br;.pdf;140741-150;14074100000;Clamping disc for MOD 0749;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140741-150-file-4-1-sv.pdf;140741-150-file-4-1-sv.pdf;140741;150;-4-1;sv;sv;.pdf;140741-150;14074100000;Clamping disc for MOD 0749;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\140742-10-file-4-1-en-gb.pdf;140742-10-file-4-1-en-gb.pdf;140742;;-4-1;en-gb;en-gb;.pdf;140742-10;14074205010;MOD 0742 glass connectors;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140742-10-file-4-1-es.pdf;140742-10-file-4-1-es.pdf;140742;;-4-1;es;es;.pdf;140742-10;14074205010;MOD 0742 glass connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140742-10-file-4-1-es-sv.pdf;140742-10-file-4-1-es-sv.pdf;140742;;-4-1;es-sv;es;.pdf;140742-10;14074205010;MOD 0742 glass connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140742-10-file-4-1-fi.pdf;140742-10-file-4-1-fi.pdf;140742;;-4-1;fi;fi;.pdf;140742-10;14074205010;MOD 0742 glass connectors;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\140742-10-file-4-1-fr.pdf;140742-10-file-4-1-fr.pdf;140742;;-4-1;fr;fr;.pdf;140742-10;14074205010;MOD 0742 glass connectors;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\140742-10-file-4-1-it.pdf;140742-10-file-4-1-it.pdf;140742;;-4-1;it;it;.pdf;140742-10;14074205010;MOD 0742 glass connectors;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\140742-10-file-4-1-nl.pdf;140742-10-file-4-1-nl.pdf;140742;;-4-1;nl;nl;.pdf;140742-10;14074205010;MOD 0742 glass connectors;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\140742-10-file-4-1-nn-no.pdf;140742-10-file-4-1-nn-no.pdf;140742;;-4-1;nn-no;nb-no;.pdf;140742-10;14074205010;MOD 0742 glass connectors;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\140742-10-file-4-1-pl.pdf;140742-10-file-4-1-pl.pdf;140742;;-4-1;pl;pl;.pdf;140742-10;14074205010;MOD 0742 glass connectors;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\140742-10-file-4-1-pt.pdf;140742-10-file-4-1-pt.pdf;140742;;-4-1;pt;pt;.pdf;140742-10;14074205010;MOD 0742 glass connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140742-10-file-4-1-pt-br.pdf;140742-10-file-4-1-pt-br.pdf;140742;;-4-1;pt-br;pt-br;.pdf;140742-10;14074205010;MOD 0742 glass connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140742-10-file-4-1-sv.pdf;140742-10-file-4-1-sv.pdf;140742;;-4-1;sv;sv;.pdf;140742-10;14074205010;MOD 0742 glass connectors;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1.pdf;140742-12-file-4-1.pdf;140742;;-4-1;;en-gb;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-de.pdf;140742-12-file-4-1-de.pdf;140742;;-4-1;de;de;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-en-gb.pdf;140742-12-file-4-1-en-gb.pdf;140742;;-4-1;en-gb;en-gb;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-en-us.pdf;140742-12-file-4-1-en-us.pdf;140742;;-4-1;en-us;en-us;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-es.pdf;140742-12-file-4-1-es.pdf;140742;;-4-1;es;es;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-es-sv.pdf;140742-12-file-4-1-es-sv.pdf;140742;;-4-1;es-sv;es;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-fi.pdf;140742-12-file-4-1-fi.pdf;140742;;-4-1;fi;fi;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-fr.pdf;140742-12-file-4-1-fr.pdf;140742;;-4-1;fr;fr;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-it.pdf;140742-12-file-4-1-it.pdf;140742;;-4-1;it;it;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-nl.pdf;140742-12-file-4-1-nl.pdf;140742;;-4-1;nl;nl;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-nn-no.pdf;140742-12-file-4-1-nn-no.pdf;140742;;-4-1;nn-no;nb-no;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-pl.pdf;140742-12-file-4-1-pl.pdf;140742;;-4-1;pl;pl;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-pt.pdf;140742-12-file-4-1-pt.pdf;140742;;-4-1;pt;pt;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-pt-br.pdf;140742-12-file-4-1-pt-br.pdf;140742;;-4-1;pt-br;pt-br;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140742-12-file-4-1-sv.pdf;140742-12-file-4-1-sv.pdf;140742;;-4-1;sv;sv;.pdf;140742-12;14074205012;MOD 0742 glass connectors;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\140744-10-file-4-1-de.pdf;140744-10-file-4-1-de.pdf;140744;;-4-1;de;de;.pdf;140744-10;140744-10;MOD 0744 base glass adapters;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\140744-10-file-4-1-en-gb.pdf;140744-10-file-4-1-en-gb.pdf;140744;;-4-1;en-gb;en-gb;.pdf;140744-10;140744-10;MOD 0744 base glass adapters;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140744-10-file-4-1-es.pdf;140744-10-file-4-1-es.pdf;140744;;-4-1;es;es;.pdf;140744-10;140744-10;MOD 0744 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140744-10-file-4-1-es-sv.pdf;140744-10-file-4-1-es-sv.pdf;140744;;-4-1;es-sv;es;.pdf;140744-10;140744-10;MOD 0744 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140744-10-file-4-1-fi.pdf;140744-10-file-4-1-fi.pdf;140744;;-4-1;fi;fi;.pdf;140744-10;140744-10;MOD 0744 base glass adapters;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\140744-10-file-4-1-fr.pdf;140744-10-file-4-1-fr.pdf;140744;;-4-1;fr;fr;.pdf;140744-10;140744-10;MOD 0744 base glass adapters;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\140744-10-file-4-1-it.pdf;140744-10-file-4-1-it.pdf;140744;;-4-1;it;it;.pdf;140744-10;140744-10;MOD 0744 base glass adapters;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\140744-10-file-4-1-nl.pdf;140744-10-file-4-1-nl.pdf;140744;;-4-1;nl;nl;.pdf;140744-10;140744-10;MOD 0744 base glass adapters;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\140744-10-file-4-1-nn-no.pdf;140744-10-file-4-1-nn-no.pdf;140744;;-4-1;nn-no;nb-no;.pdf;140744-10;140744-10;MOD 0744 base glass adapters;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\140744-10-file-4-1-pl.pdf;140744-10-file-4-1-pl.pdf;140744;;-4-1;pl;pl;.pdf;140744-10;140744-10;MOD 0744 base glass adapters;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\140744-10-file-4-1-pt.pdf;140744-10-file-4-1-pt.pdf;140744;;-4-1;pt;pt;.pdf;140744-10;140744-10;MOD 0744 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140744-10-file-4-1-pt-br.pdf;140744-10-file-4-1-pt-br.pdf;140744;;-4-1;pt-br;pt-br;.pdf;140744-10;140744-10;MOD 0744 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140744-10-file-4-1-sv.pdf;140744-10-file-4-1-sv.pdf;140744;;-4-1;sv;sv;.pdf;140744-10;140744-10;MOD 0744 base glass adapters;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1.pdf;140744-12-file-4-1.pdf;140744;;-4-1;;en-gb;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-de.pdf;140744-12-file-4-1-de.pdf;140744;;-4-1;de;de;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-en-gb.pdf;140744-12-file-4-1-en-gb.pdf;140744;;-4-1;en-gb;en-gb;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-en-us.pdf;140744-12-file-4-1-en-us.pdf;140744;;-4-1;en-us;en-us;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-es.pdf;140744-12-file-4-1-es.pdf;140744;;-4-1;es;es;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-es-sv.pdf;140744-12-file-4-1-es-sv.pdf;140744;;-4-1;es-sv;es;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-fi.pdf;140744-12-file-4-1-fi.pdf;140744;;-4-1;fi;fi;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-fr.pdf;140744-12-file-4-1-fr.pdf;140744;;-4-1;fr;fr;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-it.pdf;140744-12-file-4-1-it.pdf;140744;;-4-1;it;it;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-nl.pdf;140744-12-file-4-1-nl.pdf;140744;;-4-1;nl;nl;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-nn-no.pdf;140744-12-file-4-1-nn-no.pdf;140744;;-4-1;nn-no;nb-no;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-pl.pdf;140744-12-file-4-1-pl.pdf;140744;;-4-1;pl;pl;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-pt.pdf;140744-12-file-4-1-pt.pdf;140744;;-4-1;pt;pt;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-pt-br.pdf;140744-12-file-4-1-pt-br.pdf;140744;;-4-1;pt-br;pt-br;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140744-12-file-4-1-sv.pdf;140744-12-file-4-1-sv.pdf;140744;;-4-1;sv;sv;.pdf;140744-12;14074835012;MOD 0744 base glass adapters;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1.pdf;140745-010-12-file-4-1.pdf;140745;010;-4-1;;en-gb;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1-de.pdf;140745-010-12-file-4-1-de.pdf;140745;010;-4-1;de;de;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1-en-gb.pdf;140745-010-12-file-4-1-en-gb.pdf;140745;010;-4-1;en-gb;en-gb;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1-es.pdf;140745-010-12-file-4-1-es.pdf;140745;010;-4-1;es;es;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1-es-sv.pdf;140745-010-12-file-4-1-es-sv.pdf;140745;010;-4-1;es-sv;es;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1-fi.pdf;140745-010-12-file-4-1-fi.pdf;140745;010;-4-1;fi;fi;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1-fr.pdf;140745-010-12-file-4-1-fr.pdf;140745;010;-4-1;fr;fr;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1-it.pdf;140745-010-12-file-4-1-it.pdf;140745;010;-4-1;it;it;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1-nl.pdf;140745-010-12-file-4-1-nl.pdf;140745;010;-4-1;nl;nl;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1-nn-no.pdf;140745-010-12-file-4-1-nn-no.pdf;140745;010;-4-1;nn-no;nb-no;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1-pl.pdf;140745-010-12-file-4-1-pl.pdf;140745;010;-4-1;pl;pl;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1-pt.pdf;140745-010-12-file-4-1-pt.pdf;140745;010;-4-1;pt;pt;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1-pt-br.pdf;140745-010-12-file-4-1-pt-br.pdf;140745;010;-4-1;pt-br;pt-br;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140745-010-12-file-4-1-sv.pdf;140745-010-12-file-4-1-sv.pdf;140745;010;-4-1;sv;sv;.pdf;140745-010-12;14074500012;MOD 0745/8/4747 base glass adapters;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\140745-030-12-file-4-1.pdf;140745-030-12-file-4-1.pdf;140745;030;-4-1;;en-gb;.pdf;140745-030-12;14074530012;MOD 0745/8/4747 base glass adapters;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140745-030-12-file-4-1-de.pdf;140745-030-12-file-4-1-de.pdf;140745;030;-4-1;de;de;.pdf;140745-030-12;14074530012;MOD 0745/8/4747 base glass adapters;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\140745-030-12-file-4-1-en-gb.pdf;140745-030-12-file-4-1-en-gb.pdf;140745;030;-4-1;en-gb;en-gb;.pdf;140745-030-12;14074530012;MOD 0745/8/4747 base glass adapters;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\140745-030-12-file-4-1-es.pdf;140745-030-12-file-4-1-es.pdf;140745;030;-4-1;es;es;.pdf;140745-030-12;14074530012;MOD 0745/8/4747 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140745-030-12-file-4-1-es-sv.pdf;140745-030-12-file-4-1-es-sv.pdf;140745;030;-4-1;es-sv;es;.pdf;140745-030-12;14074530012;MOD 0745/8/4747 base glass adapters;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\140745-030-12-file-4-1-fi.pdf;140745-030-12-file-4-1-fi.pdf;140745;030;-4-1;fi;fi;.pdf;140745-030-12;14074530012;MOD 0745/8/4747 base glass adapters;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\140745-030-12-file-4-1-fr.pdf;140745-030-12-file-4-1-fr.pdf;140745;030;-4-1;fr;fr;.pdf;140745-030-12;14074530012;MOD 0745/8/4747 base glass adapters;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\140745-030-12-file-4-1-it.pdf;140745-030-12-file-4-1-it.pdf;140745;030;-4-1;it;it;.pdf;140745-030-12;14074530012;MOD 0745/8/4747 base glass adapters;Certificate;Certificati;;ProPer
